"site","Lat_Y","Long_X","...1","genotype","master_id","date","tag_id","project","attachment","geno_layout","array","frag_n","size_tle","region","visit_1","1_month_date","n_old_dead_1","n_new_dead_1","n_missing_1","n_broken_1","per_partial_dead_old_1","per_partial_dead_new_1","snails1","disease1","bleach1","condition1","comments1","visit_12","12_month_date","n_old_dead_12","n_new_dead_12","n_missing_12","n_broken_12","per_partial_dead_old_12","per_partial_dead_new_12","snails12","disease12","bleach12","condition12","comments12","month","day","year","monitor_month_1","monitor_day_1","monitor_year_1","monitor_month_12","monitor_day_12","monitor_year_12","1_month_duration","12_month_duration","irma","alive1","propalive1","alive12","propalive12","total_n"
"M32-2",24.47406,-81.742,5043,"57","43686-M32-2-183-57",2019-08-09,"183","Restoration","nails/cable ties","grouped",7,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1470
"M32-2",24.47406,-81.742,5044,"57","43686-M32-2-184-57",2019-08-09,"184","Restoration","nails/cable ties","grouped",7,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1470
"M32-2",24.47406,-81.742,5046,"57","43686-M32-2-186-57",2019-08-09,"186","Restoration","nails/cable ties","grouped",7,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1470
"M32-2",24.47406,-81.742,5047,"57","43686-M32-2-187-57",2019-08-09,"187","Restoration","nails/cable ties","grouped",7,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1470
"M32-2",24.47406,-81.742,5081,"57","43686-M32-2-181-57",2019-08-09,"181","Restoration","nails/cable ties","grouped",7,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1470
"M32-2",24.47406,-81.742,5085,"57","43686-M32-2-185-57",2019-08-09,"185","Restoration","nails/cable ties","grouped",7,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1470
"M32-2",24.47406,-81.742,5116,"57","43686-M32-2-189-57",2019-08-09,"189","Restoration","nails/cable ties","grouped",7,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1470
"M32-2",24.47406,-81.742,5117,"57","43686-M32-2-190-57",2019-08-09,"190","Restoration","nails/cable ties","grouped",7,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1470
"M32-2",24.47406,-81.742,5128,"57","43686-M32-2-188-57",2019-08-09,"188","Restoration","nails/cable ties","grouped",7,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1470
"M32-2",24.47406,-81.742,5618,"63","43686-M32-2-147-63",2019-08-09,"147","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,2,1,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,3,0.6,1525
"M32-2",24.47406,-81.742,5621,"63","43686-M32-2-146-63",2019-08-09,"146","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1525
"M32-2",24.47406,-81.742,5627,"63","43686-M32-2-143-63",2019-08-09,"143","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,0,0,0,0,5,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,2,"Y","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1525
"M32-2",24.47406,-81.742,5641,"63","43686-M32-2-141-63",2019-08-09,"141","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1525
"M32-2",24.47406,-81.742,5643,"63","43686-M32-2-145-63",2019-08-09,"145","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,1,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,4,0.8,5,1,1525
"M32-2",24.47406,-81.742,5746,"63","43686-M32-2-144-63",2019-08-09,"144","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,1,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,4,0.8,5,1,1525
"M32-2",24.47406,-81.742,5770,"63","43686-M32-2-142-63",2019-08-09,"142","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,2,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,3,0.6,1525
"M32-2",24.47406,-81.742,5793,"63","43686-M32-2-148-63",2019-08-09,"148","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,10,"Y","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1525
"M32-2",24.47406,-81.742,5864,"63","43686-M32-2-149-63",2019-08-09,"149","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1525
"M32-2",24.47406,-81.742,5911,"63","43686-M32-2-150-63",2019-08-09,"150","Restoration","nails/cable ties","grouped",3,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1525
"M32-2",24.47406,-81.742,6580,"75","43686-M32-2-179-75",2019-08-09,"179","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,1,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,1,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,4,0.8,4,0.8,1695
"M32-2",24.47406,-81.742,6595,"75","43686-M32-2-178-75",2019-08-09,"178","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,2,"Y","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1695
"M32-2",24.47406,-81.742,6607,"75","43686-M32-2-177-75",2019-08-09,"177","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,1,0,0,5,"Y","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,4,0.8,1695
"M32-2",24.47406,-81.742,6645,"75","43686-M32-2-180-75",2019-08-09,"180","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1695
"M32-2",24.47406,-81.742,6680,"75","43686-M32-2-172-75",2019-08-09,"172","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,0,0,0,0,10,0,"N","N","N",1,"@ base",12,2020-08-03,0,2,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,3,0.6,1695
"M32-2",24.47406,-81.742,6681,"75","43686-M32-2-175-75",2019-08-09,"175","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1695
"M32-2",24.47406,-81.742,6709,"75","43686-M32-2-173-75",2019-08-09,"173","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,1,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,4,0.8,1695
"M32-2",24.47406,-81.742,6726,"75","43686-M32-2-176-75",2019-08-09,"176","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1695
"M32-2",24.47406,-81.742,6764,"75","43686-M32-2-174-75",2019-08-09,"174","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,1,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,4,0.8,1695
"M32-2",24.47406,-81.742,6807,"75","43686-M32-2-171-75",2019-08-09,"171","Restoration","nails/cable ties","grouped",6,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1695
"M32-2",24.47406,-81.742,7133,"77","43686-M32-2-196-77",2019-08-09,"196","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"M32-2",24.47406,-81.742,7151,"77","43686-M32-2-197-77",2019-08-09,"197","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"M32-2",24.47406,-81.742,7154,"77","43686-M32-2-194-77",2019-08-09,"194","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"M32-2",24.47406,-81.742,7159,"77","43686-M32-2-191-77",2019-08-09,"191","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,2,0,2,"Y","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"M32-2",24.47406,-81.742,7167,"77","43686-M32-2-195-77",2019-08-09,"195","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"M32-2",24.47406,-81.742,7177,"77","43686-M32-2-192-77",2019-08-09,"192","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"M32-2",24.47406,-81.742,7182,"77","43686-M32-2-193-77",2019-08-09,"193","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"M32-2",24.47406,-81.742,7197,"77","43686-M32-2-199-77",2019-08-09,"199","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"M32-2",24.47406,-81.742,7215,"77","43686-M32-2-198-77",2019-08-09,"198","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,0,"N","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"M32-2",24.47406,-81.742,7227,"77","43686-M32-2-200-77",2019-08-09,"200","Restoration","nails/cable ties","grouped",8,5,"25-50","Key West",1,2019-09-26,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-08-03,0,0,0,0,0,2,"Y","N","N",1,"0",8,9,2019,9,26,2019,8,3,2020,48,360,0,5,1,5,1,1600
"C-5",24.53055,-81.48723,345,"10","43689-C-5-490-10",2019-08-12,"490","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,385
"C-5",24.53055,-81.48723,348,"10","43689-C-5-488-10",2019-08-12,"488","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,385
"C-5",24.53055,-81.48723,356,"10","43689-C-5-489-10",2019-08-12,"489","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,385
"C-5",24.53055,-81.48723,359,"10","43689-C-5-484-10",2019-08-12,"484","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,385
"C-5",24.53055,-81.48723,360,"10","43689-C-5-485-10",2019-08-12,"485","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,2,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,385
"C-5",24.53055,-81.48723,361,"10","43689-C-5-481-10",2019-08-12,"481","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,5,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,385
"C-5",24.53055,-81.48723,368,"10","43689-C-5-486-10",2019-08-12,"486","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,1,0,0,0,5,5,"N","N","N",2,NA,12,2020-07-16,0,0,1,0,5,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,4,0.8,4,0.8,385
"C-5",24.53055,-81.48723,369,"10","43689-C-5-487-10",2019-08-12,"487","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,1,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,1,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,4,0.8,4,0.8,385
"C-5",24.53055,-81.48723,379,"10","43689-C-5-483-10",2019-08-12,"483","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,385
"C-5",24.53055,-81.48723,407,"10","43689-C-5-482-10",2019-08-12,"482","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-09-18,2,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,1,0,1,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,3,0.6,3,0.6,385
"C-5",24.53055,-81.48723,756,"3","43689-C-5-461-3",2019-08-12,"461","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,5,0,"N","N","N",1,NA,12,2020-07-16,0,0,1,0,5,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,4,0.8,1580
"C-5",24.53055,-81.48723,768,"3","43689-C-5-463-3",2019-08-12,"463","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,5,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1580
"C-5",24.53055,-81.48723,798,"3","43689-C-5-464-3",2019-08-12,"464","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1580
"C-5",24.53055,-81.48723,807,"3","43689-C-5-462-3",2019-08-12,"462","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,1,0,5,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,4,0.8,1580
"C-5",24.53055,-81.48723,866,"3","43689-C-5-465-3",2019-08-12,"465","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1580
"C-5",24.53055,-81.48723,929,"3","43689-C-5-467-3",2019-08-12,"467","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1580
"C-5",24.53055,-81.48723,943,"3","43689-C-5-466-3",2019-08-12,"466","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1580
"C-5",24.53055,-81.48723,961,"3","43689-C-5-469-3",2019-08-12,"469","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,1,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,4,0.8,1580
"C-5",24.53055,-81.48723,1047,"3","43689-C-5-470-3",2019-08-12,"470","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,2,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,2,0,5,"N","N","N",2,"RTL/ciliates",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1580
"C-5",24.53055,-81.48723,1062,"3","43689-C-5-468-3",2019-08-12,"468","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,2,10,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,5,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1580
"C-5",24.53055,-81.48723,1245,"31","43689-C-5-513-31",2019-08-12,"513","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,1,0,0,0,0,0,"N","N","Y",2,"PALE",12,2020-07-16,0,0,0,0,5,0,"N","N","N",1,"fishing line",8,12,2019,9,18,2019,7,16,2020,37,339,0,4,0.8,5,1,3605
"C-5",24.53055,-81.48723,1291,"31","43689-C-5-516-31",2019-08-12,"516","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,1,0,0,0,0,0,"N","N","Y",2,"PALE",12,2020-07-16,0,0,1,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,4,0.8,4,0.8,3605
"C-5",24.53055,-81.48723,1368,"31","43689-C-5-512-31",2019-08-12,"512","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,1,0,0,0,15,0,"N","N","N",2,NA,12,2020-07-16,1,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,4,0.8,4,0.8,3605
"C-5",24.53055,-81.48723,1370,"31","43689-C-5-515-31",2019-08-12,"515","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,10,0,"N","N","N",1,"tips/worms",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,3605
"C-5",24.53055,-81.48723,1406,"31","43689-C-5-514-31",2019-08-12,"514","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,10,5,"N","N","N",1,NA,12,2020-07-16,0,0,1,0,10,0,"N","N","N",1,"tips/worms",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,4,0.8,3605
"C-5",24.53055,-81.48723,1495,"31","43689-C-5-517-31",2019-08-12,"517","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","Y",1,"PALE",12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,3605
"C-5",24.53055,-81.48723,1620,"31","43689-C-5-520-31",2019-08-12,"520","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,2,"Y","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,3605
"C-5",24.53055,-81.48723,1659,"31","43689-C-5-519-31",2019-08-12,"519","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,1,0,0,0,10,5,"N","N","Y",3,"PALE",12,2020-07-16,2,0,0,0,10,0,"N","N","N",1,"tips/worms",8,12,2019,9,18,2019,7,16,2020,37,339,0,4,0.8,3,0.6,3605
"C-5",24.53055,-81.48723,1691,"31","43689-C-5-511-31",2019-08-12,"511","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,10,"Y","N","N",2,NA,12,2020-07-16,1,0,0,0,5,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,4,0.8,3605
"C-5",24.53055,-81.48723,1698,"31","43689-C-5-518-31",2019-08-12,"518","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,5,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,10,0,"N","N","N",1,"tips/worms",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,3605
"C-5",24.53055,-81.48723,2973,"44","43689-C-5-510-44",2019-08-12,"510","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,1,2,10,2,"Y","N","N",2,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,4,0.8,1240
"C-5",24.53055,-81.48723,3046,"44","43689-C-5-501-44",2019-08-12,"501","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,15,0,"N","N","N",2,NA,12,2020-07-16,0,0,0,0,2,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1240
"C-5",24.53055,-81.48723,3056,"44","43689-C-5-509-44",2019-08-12,"509","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1240
"C-5",24.53055,-81.48723,3079,"44","43689-C-5-508-44",2019-08-12,"508","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1240
"C-5",24.53055,-81.48723,3082,"44","43689-C-5-505-44",2019-08-12,"505","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,1,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,4,0.8,1240
"C-5",24.53055,-81.48723,3124,"44","43689-C-5-506-44",2019-08-12,"506","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-09-18,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-07-16,0,0,0,0,0,0,"N","N","N",1,"0",8,12,2019,9,18,2019,7,16,2020,37,339,0,5,1,5,1,1240
