"site","Lat_Y","Long_X","...1","genotype","master_id","date","tag_id","project","attachment","geno_layout","array","frag_n","size_tle","region","visit_1","1_month_date","n_old_dead_1","n_new_dead_1","n_missing_1","n_broken_1","per_partial_dead_old_1","per_partial_dead_new_1","snails1","disease1","bleach1","condition1","comments1","visit_12","12_month_date","n_old_dead_12","n_new_dead_12","n_missing_12","n_broken_12","per_partial_dead_old_12","per_partial_dead_new_12","snails12","disease12","bleach12","condition12","comments12","month","day","year","monitor_month_1","monitor_day_1","monitor_year_1","monitor_month_12","monitor_day_12","monitor_year_12","1_month_duration","12_month_duration","irma","alive1","propalive1","alive12","propalive12","total_n"
"K-1",24.6214,-81.36293,627,"20","41698-K-1-2-20",2014-02-28,"2","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,835
"K-1",24.6214,-81.36293,732,"25","41698-K-1-10-25",2014-02-28,"10","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,10
"K-1",24.6214,-81.36293,2620,"41","41698-K-1-3-41",2014-02-28,"3","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,1565
"K-1",24.6214,-81.36293,3183,"46","41698-K-1-8-46",2014-02-28,"8","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,155
"K-1",24.6214,-81.36293,3227,"47","41698-K-1-1-47",2014-02-28,"1","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,800
"K-1",24.6214,-81.36293,3402,"48","41698-K-1-7-48",2014-02-28,"7","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,615
"K-1",24.6214,-81.36293,4524,"51","41698-K-1-5-51",2014-02-28,"5","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,390
"K-1",24.6214,-81.36293,4929,"57","41698-K-1-9-57",2014-02-28,"9","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,1470
"K-1",24.6214,-81.36293,6131,"7","41698-K-1-4-7",2014-02-28,"4","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,2300
"K-1",24.6214,-81.36293,7847,"9","41698-K-1-6-9",2014-02-28,"6","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-04-30,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2014-10-16,5,0,0,0,0,0,"N","N","N",4,"0",2,28,2014,4,30,2014,10,16,2014,61,230,0,5,1,0,0,65
"L-1",24.56817,-81.32867,312,"1","41703-L-1-5-1",2014-03-05,"5","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2015-01-14,0,0,0,1,5,0,"N","N","N",1,"0",3,5,2014,5,6,2014,1,14,2015,62,315,0,5,1,5,1,1585
"L-1",24.56817,-81.32867,548,"13","41703-L-1-1-13",2014-03-05,"1","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2015-01-14,3,0,0,1,20,1,"Y","N","N",3,"0",3,5,2014,5,6,2014,1,14,2015,62,315,0,5,1,2,0.4,680
"L-1",24.56817,-81.32867,564,"2","41703-L-1-2-2",2014-03-05,"2","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2015-01-14,5,0,0,0,0,0,"N","N","N",4,"All dead",3,5,2014,5,6,2014,1,14,2015,62,315,0,5,1,0,0,5
"L-1",24.56817,-81.32867,664,"20","41703-L-1-9-20",2014-03-05,"9","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2015-01-14,5,0,0,0,0,0,"N","N","N",4,"All dead",3,5,2014,5,6,2014,1,14,2015,62,315,0,5,1,0,0,835
"L-1",24.56817,-81.32867,733,"25","41703-L-1-6-25",2014-03-05,"6","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2015-01-14,5,0,0,0,0,0,"N","N","N",4,"All dead",3,5,2014,5,6,2014,1,14,2015,62,315,0,5,1,0,0,10
"L-1",24.56817,-81.32867,908,"3","41703-L-1-10-3",2014-03-05,"10","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,1,0,0,0,10,0,"Y","N","N",1,"(2) with snails - rem. 6 total (approx. 10% base mort. On each)",12,2015-01-14,1,0,1,1,10,0,"N","N","N",1,"Base",3,5,2014,5,6,2014,1,14,2015,62,315,0,4,0.8,3,0.6,1580
"L-1",24.56817,-81.32867,2512,"4","41703-L-1-7-4",2014-03-05,"7","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2015-01-14,3,0,1,0,65,10,"N","N","N",3,"0",3,5,2014,5,6,2014,1,14,2015,62,315,0,5,1,1,0.2,605
"L-1",24.56817,-81.32867,3587,"5","41703-L-1-3-5",2014-03-05,"3","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2015-01-14,1,0,0,0,10,1,"Y","N","N",2,"Dictyota",3,5,2014,5,6,2014,1,14,2015,62,315,0,5,1,4,0.8,1470
"L-1",24.56817,-81.32867,5403,"6","41703-L-1-8-6",2014-03-05,"8","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2015-01-14,5,0,0,0,0,0,"N","N","N",4,"All dead",3,5,2014,5,6,2014,1,14,2015,62,315,0,5,1,0,0,65
"L-1",24.56817,-81.32867,6277,"7","41703-L-1-4-7",2014-03-05,"4","Restoration","nails/cable ties","mixed",1,5,"25-50","Lower Keys",1,2014-05-06,0,0,0,0,0,0,"N","N","N",1,"all OK",12,2015-01-14,0,0,0,0,0,0,"N","N","N",1,"Good",3,5,2014,5,6,2014,1,14,2015,62,315,0,5,1,5,1,2300
"P-1",24.5529,-81.38015,30,"1","42112-P-1-35-1",2015-04-18,"35","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,4,0,0,60,"N","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,1,0.2,1585
"P-1",24.5529,-81.38015,31,"1","42112-P-1-37-1",2015-04-18,"37","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,5,0,0,0,"N","N","N",4,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,0,0,1585
"P-1",24.5529,-81.38015,35,"1","42112-P-1-32-1",2015-04-18,"32","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,5,0,0,0,"N","N","N",4,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,0,0,1585
"P-1",24.5529,-81.38015,36,"1","42112-P-1-158-1",2015-04-18,"158","Restoration","nails/cable ties","mixed/grouped",16,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,3,0,0,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,2,0.4,1585
"P-1",24.5529,-81.38015,49,"1","42112-P-1-36-1",2015-04-18,"36","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,5,0,0,0,"N","N","N",4,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,0,0,1585
"P-1",24.5529,-81.38015,61,"1","42112-P-1-31-1",2015-04-18,"31","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,10,30,"Y","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,1585
"P-1",24.5529,-81.38015,75,"1","42108-P-1-41-1",2015-04-14,"41","Restoration","nails/cable ties","mixed/grouped",5,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,0,"N","N","N",2,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,1585
"P-1",24.5529,-81.38015,119,"1","42112-P-1-39-1",2015-04-18,"39","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,2,10,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1585
"P-1",24.5529,-81.38015,123,"1","42112-P-1-40-1",2015-04-18,"40","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,0,10,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,1585
"P-1",24.5529,-81.38015,130,"1","42112-P-1-33-1",2015-04-18,"33","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,3,0,10,35,"N","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,2,0.4,1585
"P-1",24.5529,-81.38015,133,"1","42112-P-1-38-1",2015-04-18,"38","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,0,0,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,1585
"P-1",24.5529,-81.38015,152,"1","42109-P-1-102-1",2015-04-15,"102","Restoration","nails/cable ties","mixed/grouped",11,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,2,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,20,0,"N","N","N",2,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,1585
"P-1",24.5529,-81.38015,158,"1","42112-P-1-34-1",2015-04-18,"34","Restoration","nails/cable ties","mixed/grouped",4,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,4,0,0,45,"N","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,1,0.2,1585
"P-1",24.5529,-81.38015,177,"1","42109-P-1-24-1",2015-04-15,"24","Restoration","nails/cable ties","mixed/grouped",3,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,30,"Y","N","N",3,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,1585
"P-1",24.5529,-81.38015,178,"1","42109-P-1-55-1",2015-04-15,"55","Restoration","nails/cable ties","mixed/grouped",6,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,0,"N","N","N",1,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,1585
"P-1",24.5529,-81.38015,225,"1","42112-P-1-187-1",2015-04-18,"187","Restoration","nails/cable ties","mixed/grouped",19,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,4,0,0,0,80,0,"N","N","N",4,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,1,0.2,1585
"P-1",24.5529,-81.38015,240,"1","42108-P-1-4-1",2015-04-14,"4","Restoration","nails/cable ties","mixed/grouped",1,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,0,0,15,0,"N","N","N",2,"ALGAE",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,3,0.6,1585
"P-1",24.5529,-81.38015,252,"1","42108-P-1-82-1",2015-04-14,"82","Restoration","nails/cable ties","mixed/grouped",9,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,5,"N","N","N",1,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,1585
"P-1",24.5529,-81.38015,257,"1","42109-P-1-138-1",2015-04-15,"138","Restoration","nails/cable ties","mixed/grouped",14,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,3,0,5,0,"N","N","N",1,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,2,0.4,1585
"P-1",24.5529,-81.38015,304,"1","42109-P-1-178-1",2015-04-15,"178","Restoration","nails/cable ties","mixed/grouped",18,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,0,"N","N","N",1,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,1585
"P-1",24.5529,-81.38015,418,"13","42114-P-1-167-13",2015-04-20,"167","Restoration","nails/cable ties","mixed/grouped",17,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,5,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,4,0.8,680
"P-1",24.5529,-81.38015,425,"13","42109-P-1-132-13",2015-04-15,"132","Restoration","nails/cable ties","mixed/grouped",14,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",2,"light",12,2016-05-06,0,0,0,0,10,0,"N","N","Y",2,"PALE",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,680
"P-1",24.5529,-81.38015,427,"13","42109-P-1-108-13",2015-04-15,"108","Restoration","nails/cable ties","mixed/grouped",11,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,50,0,"N","N","N",3,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,4,0.8,680
"P-1",24.5529,-81.38015,446,"13","42112-P-1-183-13",2015-04-18,"183","Restoration","nails/cable ties","mixed/grouped",19,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,30,0,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,680
"P-1",24.5529,-81.38015,470,"13","42114-P-1-123-13",2015-04-20,"123","Restoration","nails/cable ties","mixed/grouped",13,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,5,1,680
"P-1",24.5529,-81.38015,482,"13","42114-P-1-79-13",2015-04-20,"79","Restoration","nails/cable ties","mixed/grouped",8,5,"25-50","Lower Keys",1,2015-06-22,1,0,0,0,0,0,"N","N","N",2,"light",12,2016-05-06,1,0,0,0,0,15,"N","N","N",2,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,4,0.8,4,0.8,680
"P-1",24.5529,-81.38015,489,"13","42109-P-1-22-13",2015-04-15,"22","Restoration","nails/cable ties","mixed/grouped",3,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,35,20,"Y","N","N",3,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,4,0.8,680
"P-1",24.5529,-81.38015,492,"13","42114-P-1-192-13",2015-04-20,"192","Restoration","nails/cable ties","mixed/grouped",20,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,0,0,10,10,"Y","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,3,0.6,680
"P-1",24.5529,-81.38015,506,"13","42108-P-1-42-13",2015-04-14,"42","Restoration","nails/cable ties","mixed/grouped",5,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,5,"N","N","N",1,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,680
"P-1",24.5529,-81.38015,507,"13","42114-P-1-147-13",2015-04-20,"147","Restoration","nails/cable ties","mixed/grouped",15,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,10,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,4,0.8,680
"P-1",24.5529,-81.38015,509,"13","42108-P-1-83-13",2015-04-14,"83","Restoration","nails/cable ties","mixed/grouped",9,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,0,0,45,0,"N","N","N",3,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,3,0.6,680
"P-1",24.5529,-81.38015,513,"13","42109-P-1-52-13",2015-04-15,"52","Restoration","nails/cable ties","mixed/grouped",6,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,0,0,0,45,"N","N","N",3,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,3,0.6,680
"P-1",24.5529,-81.38015,517,"13","42112-P-1-153-13",2015-04-18,"153","Restoration","nails/cable ties","mixed/grouped",16,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,10,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,680
"P-1",24.5529,-81.38015,522,"13","42109-P-1-179-13",2015-04-15,"179","Restoration","nails/cable ties","mixed/grouped",18,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,3,0,0,0,90,0,"N","N","N",3,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,2,0.4,680
"P-1",24.5529,-81.38015,533,"13","42108-P-1-6-13",2015-04-14,"6","Restoration","nails/cable ties","mixed/grouped",1,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,5,0,0,0,0,0,"N","N","N",4,"ALGAE",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,0,0,680
"P-1",24.5529,-81.38015,777,"3","42108-P-1-49-3",2015-04-14,"49","Restoration","nails/cable ties","mixed/grouped",5,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,0,30,"N","N","N",2,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,4,0.8,1580
"P-1",24.5529,-81.38015,781,"3","42108-P-1-7-3",2015-04-14,"7","Restoration","nails/cable ties","mixed/grouped",1,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,0,"N","N","N",1,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,783,"3","42112-P-1-156-3",2015-04-18,"156","Restoration","nails/cable ties","mixed/grouped",16,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,30,5,"Y","N","Y",2,"PALE",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,796,"3","42109-P-1-133-3",2015-04-15,"133","Restoration","nails/cable ties","mixed/grouped",14,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,2,"Y","N","N",1,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,805,"3","42109-P-1-104-3",2015-04-15,"104","Restoration","nails/cable ties","mixed/grouped",11,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,3,0,20,5,"Y","N","N",2,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,2,0.4,1580
"P-1",24.5529,-81.38015,824,"3","42112-P-1-184-3",2015-04-18,"184","Restoration","nails/cable ties","mixed/grouped",19,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,50,10,"N","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,1580
"P-1",24.5529,-81.38015,848,"3","42112-P-1-120-3",2015-04-18,"120","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,860,"3","42112-P-1-117-3",2015-04-18,"117","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,0,"Y","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,876,"3","42112-P-1-118-3",2015-04-18,"118","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,5,"Y","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,884,"3","42108-P-1-89-3",2015-04-14,"89","Restoration","nails/cable ties","mixed/grouped",9,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,0,"N","N","N",1,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,885,"3","42112-P-1-114-3",2015-04-18,"114","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,886,"3","42112-P-1-119-3",2015-04-18,"119","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,5,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,1580
"P-1",24.5529,-81.38015,897,"3","42112-P-1-115-3",2015-04-18,"115","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,5,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,1580
"P-1",24.5529,-81.38015,915,"3","42112-P-1-116-3",2015-04-18,"116","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,20,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,935,"3","42109-P-1-53-3",2015-04-15,"53","Restoration","nails/cable ties","mixed/grouped",6,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,3,0,0,0,0,0,"N","N","N",2,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,2,0.4,1580
"P-1",24.5529,-81.38015,1016,"3","42112-P-1-111-3",2015-04-18,"111","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,20,5,"Y","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,1037,"3","42112-P-1-112-3",2015-04-18,"112","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,20,0,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,1039,"3","42112-P-1-113-3",2015-04-18,"113","Restoration","nails/cable ties","mixed/grouped",12,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,0,0,10,0,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,3,0.6,1580
"P-1",24.5529,-81.38015,1056,"3","42109-P-1-26-3",2015-04-15,"26","Restoration","nails/cable ties","mixed/grouped",3,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,10,"Y","N","N",2,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,1580
